Date, Close, Return
"2000-04-25",31.61,0.0626632374518579
"2000-04-26",29.89,-0.0559495499316798
"2000-04-27",31.23,0.0438551949991406
"2000-04-28",30.56,-0.0216872069966674
"2000-05-01",30.63,0.00228795654636427
"2000-05-02",29.04,-0.0533057308880887
"2000-05-03",28.35,-0.024047159782834
"2000-05-04",27.27,-0.0388398333162643
"2000-05-05",27.87,0.0217636446363598
"2000-05-08",27.13,-0.0269107148230163
"2000-05-09",25.98,-0.0433131154283872
"2000-05-10",24.47,-0.0598791337878732
"2000-05-11",25.33,0.034541586559004
"2000-05-12",26.51,0.0455325562873501
"2000-05-15",24.88,-0.0634577524299553
"2000-05-16",26.04,0.0455695494693895
"2000-05-17",24.97,-0.0419587130486865
"2000-05-18",24.82,-0.00602532451522064
"2000-05-19",23.16,-0.0692231270716666
"2000-05-22",22.16,-0.0441377908257117
"2000-05-23",21.14,-0.0471218814369911
"2000-05-24",21.6,0.0215263342480276
"2000-05-25",21.5,-0.00464037955650243
"2000-05-26",21.28,-0.0102852706601735
"2000-05-30",21.57,0.0135357959276217
"2000-05-31",20.69,-0.0416529686436133
"2000-06-01",21.96,0.0595721248838781
"2000-06-02",22.8,0.0375379193190652
"2000-06-05",22.5,-0.0132452267500209
"2000-06-06",22.88,0.016747857301223
"2000-06-07",23.79,0.0390021578032691
"2000-06-08",23.36,-0.0182401663548402
"2000-06-09",23.59,0.00979773545955753
"2000-06-12",22.47,-0.0486418072223458
"2000-06-13",23.28,0.0354135366659993
"2000-06-14",22.28,-0.043905207804154
"2000-06-15",22.76,0.021315194199047
"2000-06-16",22.47,-0.0128235230608924
"2000-06-19",23.8,0.0575044944801912
"2000-06-20",24.94,0.0467873595744615
"2000-06-21",27.41,0.094434970062804
"2000-06-22",26.48,-0.0345181792458873
"2000-06-23",25.47,-0.0388884420774418
"2000-06-26",26.67,0.0460380492025574
"2000-06-27",25.5,-0.0448608860295425
"2000-06-28",26.82,0.050469425689152
"2000-06-29",25.25,-0.0603217221321635
"2000-06-30",25.81,0.0219358580091535
"2000-07-03",26.27,0.017665589966926
"2000-07-05",25.44,-0.0321048652255271
"2000-07-06",25.53,0.00353149278147136
"2000-07-07",26.82,0.0492936466001397
"2000-07-10",28.15,0.0483994767321669
"2000-07-11",28.06,-0.00320227991138466
"2000-07-12",29.01,0.0332955234589982
"2000-07-13",27.84,-0.041166762667094
"2000-07-14",28.43,0.0209710901966895
"2000-07-17",28.73,0.0104969473282899
"2000-07-18",28.21,-0.0182653479772932
"2000-07-19",25.96,-0.0831196331780157
"2000-07-20",27.16,0.0451884108546059
"2000-07-21",26.39,-0.0287601521752627
"2000-07-24",23.99,-0.0953480736636294
"2000-07-25",24.67,0.0279508536896622
"2000-07-26",24.67,0
"2000-07-27",25.62,0.0377853659273231
"2000-07-28",23.8,-0.0736877157911593
"2000-07-31",25.04,0.0507889655544687
"2000-08-01",24.3,-0.029998195885395
"2000-08-02",23.28,-0.0428817274832656
"2000-08-03",23.65,0.0157684920747045
"2000-08-04",23.35,-0.0127661308230356
"2000-08-07",23.62,0.0114968266543101
"2000-08-08",23.03,-0.0252960969366223
"2000-08-09",23.4,0.0159383085310618
"2000-08-10",23.43,0.00128123015604853
"2000-08-11",23.5,0.00298316863040915
"2000-08-14",23.19,-0.0132792698826729
"2000-08-15",23.01,-0.00779224722016592
"2000-08-16",23.9,0.0379495548901905
"2000-08-17",25.35,0.0589002710997271
"2000-08-18",24.64,-0.0284075913718733
"2000-08-21",24.88,0.0096931292056599
"2000-08-22",25.47,0.0234370211203867
"2000-08-23",26.76,0.0494069462686624
"2000-08-24",27.65,0.0327174927083158
"2000-08-25",27.99,0.0122215755590185
"2000-08-28",28.61,0.0219090035346565
"2000-08-29",29.16,0.0190416000784386
"2000-08-30",29.32,0.00547196987799348
"2000-08-31",30.03,0.0239270049767883
"2000-09-01",31.26,0.0401424429980914
"2000-09-05",30.77,-0.0157991356593801
"2000-09-06",28.79,-0.0665120847098661
"2000-09-07",30.55,0.05933658099352
"2000-09-08",29.01,-0.0517240874842915
"2000-09-11",28.79,-0.00761249350922855
"2000-09-12",28.45,-0.0118799440517443
"2000-09-13",28.58,0.00455901192938146
"2000-09-14",28.02,-0.0197886315928604
"2000-09-15",27.21,-0.0293339881137062
"2000-09-18",29.89,0.0939394235006916
"2000-09-19",29.53,-0.0121172805400152
"2000-09-20",30.08,0.0184538033258077
"2000-09-21",27.93,-0.0741591191245536
"2000-09-22",25.72,-0.0824324805876668
"2000-09-25",26.36,0.0245788102648881
"2000-09-26",25.35,-0.0390689795971144
"2000-09-27",24.11,-0.0501520378441125
"2000-09-28",26.36,0.0892210174412269
"2000-09-29",12.69,-0.73103342790801
"2000-10-02",11.95,-0.0600830033487765
"2000-10-03",10.99,-0.0837455099619899
"2000-10-04",11.64,0.057461673887762
"2000-10-05",10.87,-0.068440741170174
"2000-10-06",10.93,0.00550460105532924
"2000-10-09",10.72,-0.0194001465457911
"2000-10-10",10.28,-0.0419108956156369
"2000-10-11",9.67,-0.0611719505618162
"2000-10-12",9.85,0.0184431457187948
"2000-10-13",10.87,0.0985352459491202
"2000-10-16",10.59,-0.0260965415198027
"2000-10-17",9.91,-0.0663658112714187
"2000-10-18",9.91,0
"2000-10-19",9.33,-0.0603093334826439
"2000-10-20",9.61,0.0295692081229486
"2000-10-23",10.04,0.0437728912813817
"2000-10-24",9.3,-0.0765627141043725
"2000-10-25",9.12,-0.0195445960729703
"2000-10-26",9.12,0
"2000-10-27",9.15,0.00328407520119001
"2000-10-30",9.51,0.0385899972698689
"2000-10-31",9.64,0.0135772320651553
"2000-11-01",10.1,0.0466143152247596
"2000-11-02",10.99,0.084450344568316
"2000-11-03",10.96,-0.00273348689566033
"2000-11-06",10.56,-0.037179003241754
"2000-11-07",10.5,-0.0056980211146378
"2000-11-08",9.88,-0.0608627454037012
"2000-11-09",9.95,0.00706003941072497
"2000-11-10",9.39,-0.0579272579503298
"2000-11-13",9.54,0.0158481922400235
"2000-11-14",9.98,0.0450896048631777
"2000-11-15",9.79,-0.0192216337809539
"2000-11-16",9.36,-0.0449161660529183
"2000-11-17",9.12,-0.0259754864032606
"2000-11-20",9.33,0.0227652107730125
"2000-11-21",9.27,-0.00645163528148895
"2000-11-22",9.12,-0.0163135754915236
"2000-11-24",9.51,0.0418740724710589
"2000-11-27",9.21,-0.0320540262900835
"2000-11-28",8.88,-0.0364882932631367
"2000-11-29",8.65,-0.0262422360602907
"2000-11-30",8.13,-0.0619983973840688
"2000-12-01",8.41,0.0338605504251372
"2000-12-04",8.22,-0.0228512649167678
"2000-12-05",8.38,0.0192777054259032
"2000-12-06",7.05,-0.172820297669815
"2000-12-07",7.05,0
"2000-12-08",7.42,0.0511514403551117
"2000-12-11",7.48,0.00805373480709681
"2000-12-12",7.58,0.0132804076678945
"2000-12-13",7.39,-0.0253854646941698
"2000-12-14",7.11,-0.0386254911449611
"2000-12-15",6.93,-0.0256424306133376
"2000-12-18",7.02,0.0129034048359078
"2000-12-19",6.9,-0.0172418064345059
"2000-12-20",7.09,0.0271639289408223
"2000-12-21",6.93,-0.0228255273422242
"2000-12-22",7.39,0.0642679217582987
"2000-12-26",7.24,-0.0205065285624855
"2000-12-27",7.3,0.00825314175672043
"2000-12-28",7.3,0
"2000-12-29",7.33,0.00410116774421465
"2001-01-02",7.33,0
"2001-01-03",8.07,0.0961779663832971
"2001-01-04",8.41,0.0412679917029992
"2001-01-05",8.07,-0.0412679917029992
"2001-01-08",8.16,0.0110906866941582
"2001-01-09",8.47,0.0372863396879475
"2001-01-10",8.16,-0.0372863396879475
"2001-01-11",8.87,0.0834306273454724
"2001-01-12",8.47,-0.0461442876575249
"2001-01-16",8.44,-0.00354820005609735
"2001-01-17",8.28,-0.0191393402106974
"2001-01-18",9.21,0.106446881870047
"2001-01-19",9.61,0.0425143727149857
"2001-01-22",9.48,-0.0136199067152707
"2001-01-23",10.1,0.0633511075802833
"2001-01-24",10.1,0
"2001-01-25",9.82,-0.0281143014808394
"2001-01-26",9.64,-0.0185000137439202
"2001-01-29",10.69,0.1033876164145
"2001-01-30",10.72,0.00280243060570218
"2001-01-31",10.65,-0.00655126348722179
"2001-02-01",10.41,-0.0227930095285567
"2001-02-02",10.16,-0.0243084404765415
"2001-02-05",9.95,-0.0208858909798346
"2001-02-06",10.41,0.0451943314563761
"2001-02-07",10.22,-0.018420297851319
"2001-02-08",10.22,0
"2001-02-09",9.42,-0.0815114961872867
"2001-02-12",9.7,0.0292907969210652
"2001-02-13",9.42,-0.0292907969210652
"2001-02-14",9.61,0.0199691343939294
"2001-02-15",9.88,0.0277082887775753
"2001-02-16",9.36,-0.0540672212702757
"2001-02-20",9.02,-0.0370009564149685
"2001-02-21",9.3,0.0305700660846782
"2001-02-22",9.27,-0.00323102058144675
"2001-02-23",9.27,0
"2001-02-26",9.61,0.0360208434044376
"2001-02-27",9.54,-0.00731073752200606
"2001-02-28",8.99,-0.0593806369766661
"2001-03-01",9.24,0.0274290371700636
"2001-03-02",9.48,0.0256424306133378
"2001-03-05",10.04,0.0573927979966524
"2001-03-06",10.59,0.0533330453497323
"2001-03-07",10.47,-0.0113961347308695
"2001-03-08",10.25,-0.0212363192980285
"2001-03-09",9.98,-0.0266946152610443
"2001-03-12",9.17,-0.0846458040549996
"2001-03-13",9.64,0.0499838223540809
"2001-03-14",10.07,0.0436395981080167
"2001-03-15",9.7,-0.037434821221134
"2001-03-16",9.67,-0.00309757604413408
"2001-03-19",10.13,0.0464730087953891
"2001-03-20",9.7,-0.043375432751255
"2001-03-21",9.91,0.0214184628325595
"2001-03-22",10.65,0.0720155438135377
"2001-03-23",11.33,0.061894182884481
"2001-03-26",10.73,-0.054410518397308
"2001-03-27",11.27,0.0491007714090776
"2001-03-28",10.92,-0.0315483577349256
"2001-03-29",11.1,0.0163491380015293
"2001-03-30",10.87,-0.0209384071851706
"2001-04-02",10.64,-0.0213862172196193
"2001-04-03",9.97,-0.0650398999397517
"2001-04-04",9.61,-0.0367763609915457
"2001-04-05",10.28,0.0673960370448179
"2001-04-06",10.15,-0.0127265545392228
"2001-04-09",10.12,-0.00296004162847696
"2001-04-10",10.86,0.0705726506464699
"2001-04-11",10.74,-0.0111112254250707
"2001-04-12",11.05,0.0284553388830435
"2001-04-16",10.56,-0.0453571496856466
"2001-04-17",10.05,-0.0495006437730305
"2001-04-18",11.23,0.111016134245267
"2001-04-19",12.67,0.120648225582696
"2001-04-20",12.34,-0.0263909758558061
"2001-04-23",11.95,-0.0321147400997219
"2001-04-24",11.84,-0.00924764892166019
"2001-04-25",12.18,0.0283116328258912
"2001-04-26",12.17,-0.000821355282314862
"2001-04-27",12.91,0.0590282978591152
"2001-04-30",12.56,-0.0274850438184986
"2001-05-01",12.78,0.0173642879093361
"2001-05-02",13.1,0.0247307812577171
"2001-05-03",12.3,-0.0630129678287337
"2001-05-04",12.69,0.0312150193479241
"2001-05-07",12.3,-0.0312150193479241
"2001-05-08",12.11,-0.0155677048133711
"2001-05-09",11.82,-0.0242385455870489
"2001-05-10",11.33,-0.0423389369380369
"2001-05-11",11.26,-0.00619745232837099
"2001-05-14",11.48,0.0193497681798762
"2001-05-15",11.42,-0.0052401866635563
"2001-05-16",11.87,0.0386480043937123
"2001-05-17",11.6,-0.0230091105092574
"2001-05-18",11.59,-0.000862440760658778
"2001-05-21",11.61,0.00172413835813989
"2001-05-22",11.58,-0.00258732356495095
"2001-05-23",11.45,-0.0112897421446005
"2001-05-24",11.43,-0.00174825219352925
"2001-05-25",11.21,-0.0194352407226508
"2001-05-29",10.58,-0.0578408106539152
"2001-05-30",9.75,-0.0816981414203974
"2001-05-31",9.83,0.00817164914931912
"2001-06-01",10.29,0.0457336156868831
"2001-06-04",10.18,-0.0107475387235816
"2001-06-05",10.32,0.0136587489310402
"2001-06-06",10.21,-0.0107161278768424
"2001-06-07",10.67,0.0440684331370877
"2001-06-08",10.5,-0.0160608081501845
"2001-06-11",9.87,-0.0618754037180875
"2001-06-12",10.01,0.014084739881739
"2001-06-13",10.09,0.00796024103838855
"2001-06-14",9.8,-0.0291624486889912
"2001-06-15",10.07,0.0271783210539445
"2001-06-18",10.02,-0.00497761107375227
"2001-06-19",9.95,-0.00701054448621719
"2001-06-20",10.68,0.0708002823615472
"2001-06-21",11.08,0.0367688477870893
"2001-06-22",10.97,-0.0099774070319989
"2001-06-25",11.82,0.074628737690813
"2001-06-26",11.7,-0.0102041701742417
"2001-06-27",11.5,-0.0172418064345061
"2001-06-28",11.6,0.00865806274311476
"2001-06-29",11.46,-0.0121423868257255
"2001-07-02",11.78,0.0275404669368471
"2001-07-03",11.75,-0.00254993763327249
"2001-07-05",11.43,-0.0276117627834487
"2001-07-06",10.85,-0.052076397820251
"2001-07-09",11.18,0.0299613877404847
"2001-07-10",10.42,-0.0703994314017322
"2001-07-11",11.11,0.0641185673263176
"2001-07-12",12,0.0770610461364618
"2001-07-13",12.24,0.0198026272961798
"2001-07-16",11.81,-0.0357626468749093
"2001-07-17",12.37,0.0463275561951257
"2001-07-18",10.24,-0.188972566793035
"2001-07-19",9.83,-0.0408626854522867
"2001-07-20",9.84,0.00101677690508684
"2001-07-23",9.63,-0.0215724852541275
"2001-07-24",9.41,-0.0231102722127461
"2001-07-25",9.1,-0.0334985400744841
"2001-07-26",9.16,0.00657176516323466
"2001-07-27",9.34,0.0194600735547121
"2001-07-30",9.33,-0.0010712373814985
"2001-07-31",9.26,-0.00753096620116445
"2001-08-01",9.39,0.0139412445620835
"2001-08-02",9.77,0.0396711728345198
"2001-08-03",9.61,-0.0165122430724902
"2001-08-06",9.43,-0.0189081263368349
"2001-08-07",9.48,0.00528821962156423
"2001-08-08",9.31,-0.0180952249779547
"2001-08-09",9.39,0.00855620193119577
"2001-08-10",9.37,-0.0021321969698409
"2001-08-13",9.41,0.00425985734695766
"2001-08-14",9.23,-0.0193139050825275
"2001-08-15",9.09,-0.0152841403253734
"2001-08-16",9.19,0.0109410281782081
"2001-08-17",8.9,-0.0320646596295013
"2001-08-20",8.93,0.0033651181503136
"2001-08-21",8.83,-0.011261380272539
"2001-08-22",8.97,0.0157306614548358
"2001-08-23",8.78,-0.0214092684236795
"2001-08-24",9.15,0.041277471640405
"2001-08-27",9.32,0.01840874941007
"2001-08-28",9.07,-0.0271903645704548
"2001-08-29",8.79,-0.0313575524299599
"2001-08-30",8.79,0
"2001-08-31",9.14,0.0390456737689733
"2001-09-04",8.99,-0.0165475369825296
"2001-09-05",9.14,0.0165475369825296
"2001-09-06",8.73,-0.0458950156145477
"2001-09-07",8.51,-0.0255234272662284
"2001-09-10",8.56,0.00585824756836795
"2001-09-17",8.37,-0.0224463056522666
"2001-09-18",8.02,-0.0427154626229611
"2001-09-19",8.39,0.045102098600692
"2001-09-20",7.73,-0.0819316578797844
"2001-09-21",7.75,0.00258398076592492
"2001-09-24",8.11,0.0454050247620659
"2001-09-25",7.66,-0.0570858843748212
"2001-09-26",7.46,-0.0264565695368306
"2001-09-27",7.64,0.0238421889627594
"2001-09-28",7.64,0
"2001-10-01",7.66,0.00261438057407126
"2001-10-02",7.42,-0.0318329265732111
"2001-10-03",7.38,-0.0054054185669079
"2001-10-04",7.82,0.0579109159448388
"2001-10-05",7.95,0.0164873741090208
"2001-10-08",7.98,0.00376648279547664
"2001-10-09",7.88,-0.0126105075919294
"2001-10-10",8.29,0.0507220652774154
"2001-10-11",8.74,0.0528602205202406
"2001-10-12",8.87,0.0147646066540439
"2001-10-15",8.86,-0.00112803170449816
"2001-10-16",8.87,0.00112803170449816
"2001-10-17",8.37,-0.0580209118201038
"2001-10-18",8.87,0.0580209118201038
"2001-10-19",9.02,0.0167695377530444
"2001-10-22",9.37,0.0380687621757985
"2001-10-23",8.94,-0.0469775070649079
"2001-10-24",9.34,0.0437706630553283
"2001-10-25",9.46,0.012766130823036
"2001-10-26",9.2,-0.0278688990087925
"2001-10-29",8.69,-0.0570305447776938
"2001-10-30",8.67,-0.00230414848485028
"2001-10-31",8.65,-0.00230946984866254
"2001-11-01",9.16,0.057286857742251
"2001-11-02",9.15,-0.00109229939860889
"2001-11-05",9.4,0.0269558099885283
"2001-11-06",9.64,0.0252114193464958
"2001-11-07",9.65,0.00103680672844053
"2001-11-08",9.22,-0.0455828777823921
"2001-11-09",9.22,0
"2001-11-12",9.24,0.00216684808509005
"2001-11-13",9.54,0.0319515998066024
"2001-11-14",9.66,0.0125001627642316
"2001-11-15",9.58,-0.00831605624165777
"2001-11-16",9.35,-0.0243012486821734
"2001-11-19",9.85,0.0520951118834021
"2001-11-20",9.62,-0.0236271905063825
"2001-11-21",9.7,0.00828162083172179
"2001-11-23",9.78,0.00821359853738901
"2001-11-26",10.53,0.0738888420991581
"2001-11-27",10.35,-0.0172418064345061
"2001-11-28",10.12,-0.0224728558520586
"2001-11-29",10.06,-0.00594649918772605
"2001-11-30",10.5,0.0428080924918843
"2001-12-03",10.37,-0.0124582349220419
"2001-12-04",11.04,0.0626080186075133
"2001-12-05",11.71,0.0589181367606768
"2001-12-06",11.22,-0.0427452775150754
"2001-12-07",11.11,-0.00985229644301189
"2001-12-10",11.11,0
"2001-12-11",10.73,-0.0348020470089314
"2001-12-12",10.59,-0.0131333970292919
"2001-12-13",10.35,-0.0229236399019372
"2001-12-14",10.05,-0.0294138852062931
"2001-12-17",10.16,0.0108858076452512
"2001-12-18",10.35,0.0185280775610419
"2001-12-19",10.65,0.0285733724440562
"2001-12-20",10.18,-0.0451348810330576
"2001-12-21",10.35,0.0165615085890014
"2001-12-24",10.52,0.0162916875981858
"2001-12-26",10.59,0.00663195230375146
"2001-12-27",10.87,0.0260965415198027
"2001-12-28",11.05,0.0164237268306442
"2001-12-31",10.79,-0.0238106486937188
"2002-01-02",11.48,0.0619866116213772
"2002-01-03",11.62,0.0121213605323449
"2002-01-04",11.67,0.00429369487469922
"2002-01-07",11.28,-0.0339902002285517
"2002-01-08",11.14,-0.012489011570775
"2002-01-09",10.67,-0.0431061691854757
"2002-01-10",10.46,-0.0198776066768853
"2002-01-11",10.37,-0.0086414363953411
"2002-01-14",10.42,0.00481001408378523
"2002-01-15",10.69,0.0255816887117328
"2002-01-16",10.24,-0.0430071054255921
"2002-01-17",11.08,0.0788400617077762
"2002-01-18",10.92,-0.0145457110023788
"2002-01-22",10.75,-0.0156902157430876
"2002-01-23",11.34,0.0534305437259346
"2002-01-24",11.44,0.00877968765204562
"2002-01-25",11.46,0.00174672533494169
"2002-01-28",11.47,0.000872219854685774
"2002-01-29",11.37,-0.00875662337883476
"2002-01-30",11.87,0.0430359008591319
"2002-01-31",12.18,0.0257810536601744
"2002-02-01",12.03,-0.0123917322951632
"2002-02-04",12.49,0.0375247941508987
"2002-02-05",12.54,0.00399521106728828
"2002-02-06",12.16,-0.0307716586667537
"2002-02-07",11.97,-0.0157483569681389
"2002-02-08",11.84,-0.0109198901140224
"2002-02-11",12.31,0.0389283107405025
"2002-02-12",12.18,-0.0106166779146113
"2002-02-13",12.32,0.0114286958236232
"2002-02-14",12.12,-0.0163669774642057
"2002-02-15",11.78,-0.0284538024177277
"2002-02-19",11.15,-0.0549636803173126
"2002-02-20",11.4,0.0221738574943218
"2002-02-21",10.59,-0.0737031957871346
"2002-02-22",11.2,0.0560036186877335
"2002-02-25",11.73,0.0462358843643353
"2002-02-26",11.66,-0.00598548174303781
"2002-02-27",10.82,-0.0747679075040106
"2002-02-28",10.69,-0.0120875483813818
"2002-03-01",11.55,0.0773767119308491
"2002-03-04",11.97,0.0357180826020791
"2002-03-05",11.59,-0.0322608622182217
"2002-03-06",11.86,0.0230287362179191
"2002-03-07",12.01,0.0125682425223128
"2002-03-08",12.15,0.0115895336946652
"2002-03-11",12.35,0.0163268932874288
"2002-03-12",12.18,-0.0138608007922354
"2002-03-13",12.07,-0.00907222717231049
"2002-03-14",12.04,-0.00248859522876543
"2002-03-15",12.29,0.0205514836972687
"2002-03-18",12.19,-0.00816998008476322
"2002-03-19",12.24,0.00409333359099984
"2002-03-20",12.28,0.00326264563481615
"2002-03-21",11.96,-0.0264041741965104
"2002-03-22",11.87,-0.00755353990090946
"2002-03-25",11.51,-0.0307979858877849
"2002-03-26",11.56,0.00433464051043986
"2002-03-27",11.56,0
"2002-03-28",11.66,0.00861331767811491
"2002-04-01",12.05,0.0329004790143177
"2002-04-02",11.86,-0.0158932663670845
"2002-04-03",11.7,-0.013582551765869
"2002-04-04",12.27,0.0475684169191095
"2002-04-05",12.19,-0.00654131522963963
"2002-04-08",12.1,-0.00741049089048484
"2002-04-09",11.87,-0.019191243981119
"2002-04-10",12.15,0.023314961164981
"2002-04-11",12.25,0.00819676720417872
"2002-04-12",12.35,0.00813012608325003
"2002-04-15",12.32,-0.00243210496861224
"2002-04-16",12.68,0.0288019909037058
"2002-04-17",12.87,0.0148730725989554
"2002-04-18",12.52,-0.0275716559360828
"2002-04-19",12.31,-0.0169154254755903
"2002-04-22",12.09,-0.0180332755696608
"2002-04-23",11.95,-0.0116473862491815
"2002-04-24",11.71,-0.0202881007678939
"2002-04-25",11.88,0.014413136324873
"2002-04-26",11.34,-0.0465200156348926
"2002-04-29",11.81,0.0406103319096647
"2002-04-30",11.96,0.012621118313215
"2002-05-01",11.82,-0.0117747365445338
"2002-05-02",11.67,-0.0127715656794876
"2002-05-03",11.58,-0.00774197415361533
"2002-05-06",11.16,-0.0369435151916844
"2002-05-07",11.07,-0.00809721023261911
"2002-05-08",12.01,0.0815008893713465
"2002-05-09",11.92,-0.00752197445468861
"2002-05-10",11.49,-0.0367405697765393
"2002-05-13",11.8,0.0266224396109549
"2002-05-14",12.62,0.067183325641448
"2002-05-15",12.46,-0.0127593437537601
"2002-05-16",12.42,-0.0032154368539743
"2002-05-17",12.32,-0.00808411839995893
"2002-05-20",12.19,-0.0106080146121936
"2002-05-21",11.56,-0.053065080248949
"2002-05-22",11.98,0.035687729443072
"2002-05-23",12.41,0.0352640065292125
"2002-05-24",11.9,-0.041964199099032
"2002-05-28",11.82,-0.00674538813953163
"2002-05-29",11.82,0
"2002-05-30",11.92,0.00842464965925149
"2002-05-31",11.48,-0.0376112707457832
"2002-06-03",11.29,-0.01668901272985
"2002-06-04",11.22,-0.00621947806701995
"2002-06-05",11.19,-0.00267737777071675
"2002-06-06",10.92,-0.0244245520070745
"2002-06-07",10.54,-0.0354184272035432
"2002-06-10",10.58,0.00378788331693736
"2002-06-11",10.08,-0.048412163786931
"2002-06-12",9.9,-0.018018505502678
"2002-06-13",9.63,-0.0276515313305099
"2002-06-14",9.9,0.0276515313305099
"2002-06-17",10.12,0.021978906718775
"2002-06-18",9.93,-0.0189531858022383
"2002-06-19",8.44,-0.162578169449215
"2002-06-20",8.43,-0.00118553659410159
"2002-06-21",8.3,-0.0155412572112117
"2002-06-24",8.51,0.0249864277827303
"2002-06-25",8.45,-0.00707550121620049
"2002-06-26",8.15,-0.0361485141163107
"2002-06-27",8.41,0.031403546732085
"2002-06-28",8.73,0.0373438958666545
"2002-07-01",8.41,-0.0373438958666545
"2002-07-02",8.35,-0.00715993512209234
"2002-07-03",8.65,0.0352977820810239
"2002-07-05",9.23,0.0648997275709728
"2002-07-08",8.87,-0.039784252193273
"2002-07-09",8.64,-0.0262722135055236
"2002-07-10",8.53,-0.0128132213123768
"2002-07-11",9.02,0.0558549725709447
"2002-07-12",8.63,-0.0441998289791954
"2002-07-15",8.98,0.0397553772187713
"2002-07-16",8.8,-0.0202481608299472
"2002-07-17",7.7,-0.133531392624523
"2002-07-18",7.39,-0.0410925938995277
"2002-07-19",7.37,-0.00271002875886528
"2002-07-22",7.35,-0.00271739297650009
"2002-07-23",7.13,-0.0303890787985406
"2002-07-24",7.49,0.0492575631029237
"2002-07-25",7.08,-0.0562948898234998
"2002-07-26",7.07,-0.00141342779714715
"2002-07-29",7.4,0.045619520301643
"2002-07-30",7.6,0.0266682470821609
"2002-07-31",7.52,-0.0105821093305369
"2002-08-01",7.29,-0.0310625919411813
"2002-08-02",7.12,-0.0235958205966824
"2002-08-05",6.89,-0.0328366403983174
"2002-08-06",7.26,0.0523087438111376
"2002-08-07",7.41,0.0204506104712909
"2002-08-08",7.54,0.0173917427118693
"2002-08-09",7.39,-0.0200944470597544
"2002-08-12",7.39,0
"2002-08-13",7.19,-0.0274365632271552
"2002-08-14",7.47,0.0382038274117706
"2002-08-15",7.69,0.0290257843728265
"2002-08-16",7.79,0.0129200763651043
